slug,название,дата выхода,возрастной рейтинг,жанры,разработчики,издатели,основная платформа,оценка критиков,рецензий,оценка игроков,оценок,плюсы (критики),минусы (критики),вывод (критики),отзывов критиков,плюсы (игроки),минусы (игроки),вывод (игроки),отзывов игроков,модель,летсплей,ссылка на летсплей,канал,просмотры,длительность (мин),язык,расшифровка,о чём ролик,итог ролика,блогер хвалит,блогер ругает,ошибка летсплея,ссылка Metacritic,видео,обложка,обновлена
caravan-in-the-majin-world,CARAVAN in the MAJIN WORLD,2026-09-15,,RPG,PubMangaS,PubMangaS,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/caravan-in-the-majin-world/,https://video.akamai.steamstatic.com/store_trailers/5059270/1045513617/34a04524b91494fe5632f41c5b20fb9e7bed38ec/1786723138/hls_264_master.m3u8?t=1788323878,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279884-52.jpg,2026-09-16 11:11
cardfall-arena,Cardfall Arena,2026-09-14,,Card Battle,adrenaline shot LLC,adrenaline shot,Meta Quest,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/cardfall-arena/,,,2026-09-16 19:25
carrot-clicker,Carrot Clicker,2026-09-14,,Simulation,Till,WILD Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/carrot-clicker/,https://video.akamai.steamstatic.com/store_trailers/5117280/849651834/8ca0bfd5594a656fc2157cfc78389868772fa9f1/1786804949/hls_264_master.m3u8?t=1788194686,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279203-52.jpg,2026-09-16 19:10
charnoluzkys-office,Charnoluzky's Office,2026-09-16,,Visual Novel,EgraphonGames,EgraphonGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/charnoluzkys-office/,https://video.akamai.steamstatic.com/store_trailers/5094980/1933532096/40a86829e406e5df3a70622c013eecd6b987ede7/1788194608/hls_264_master.m3u8?t=1788195371,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/5094980/c9ff2b0fa370805a66d7186746d59915b7ca0223/header.jpg?t=1788195372,2026-09-16 10:43
chef-hands-kitchen-mayhem,Chef Hands : Kitchen Mayhem,2026-09-15,,Simulation,Miam Games,No Gravity Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/chef-hands-kitchen-mayhem/,https://video.akamai.steamstatic.com/store_trailers/3179160/742596/6cc2d1ad61d29863538b0a0d8a02c8a32753234e/1750878230/hls_264_master.m3u8?t=1746299710,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1050021-52.jpg,2026-09-16 13:06
chill-drive-together,Chill Drive Together,2026-09-16,,Vehicle Sim,cnsgames,cnsgames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/chill-drive-together/,https://video.akamai.steamstatic.com/store_trailers/5147700/323953731/0250dae21e50e6c31b6693a24d43eaf195304f93/1788110637/hls_264_master.m3u8?t=1788111992,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1276440-52.jpg,2026-09-16 11:00
chronicle-of-wuxia-and-xianxia-survivors,Chronicle of Wuxia & Xianxia Survivors,2026-09-15,,Top-Down Shoot-'Em-Up,DDMcLab,DDMcLab,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,joJyYuhSvhQ: в ролике нет речи блогера,https://www.metacritic.com/game/chronicle-of-wuxia-and-xianxia-survivors/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1227676-52.jpg,2026-09-16 15:00
chuddy-clicker,Chuddy Clicker,2026-09-15,,Strategy,Moss,Moss,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/chuddy-clicker/,https://video.akamai.steamstatic.com/store_trailers/5175480/876807892/55dced3432b2727eb979934a777e7947dfc5e659/1787819721/hls_264_master.m3u8?t=1788233287,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279637-52.jpg,2026-09-16 14:00
cipher-monk-cassette-equation,Cipher Monk: Cassette Equation,2026-09-15,E,Puzzle,Heavy Sheep,AFIL Games,Xbox One,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/cipher-monk-cassette-equation/,,,2026-09-16 15:00
circle-test-suite,Circle Test Suite,2026-09-16,,Action,Copper Kettle,Copper Kettle,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/circle-test-suite/,https://video.akamai.steamstatic.com/store_trailers/5063610/1454890550/872f8f34750c193b98dfcea844e0824c63ccc808/1786276579/hls_264_master.m3u8?t=1787874713,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/5063610/776eb3e1be230550829fcf9bf81bab41ef145ee4/header.jpg?t=1789473885,2026-09-16 10:28
cloudbreaker,Cloudbreaker,2026-09-15,,Top-Down Shoot-'Em-Up,Ballast Games,Ballast Games,PC,,1,,0,критики отмечают важность стратегии при размещении оружия,,"Критики отмечают наличие стратегии в управлении вооружением, однако выборка отзывов крайне ограничена.",1 из 1,,,,,gemma-4-12b-it-qat,готов,https://www.youtube.com/watch?v=g4W3iTnsHN4,Wanderbots,10634,68.1,en,Whisper,"В ролике блогер знакомится с демоверсией Cloudbreaker — Bullet Heaven игрой, сочетающей в себе элементы управления инвентарем и строительства корабля. Автор исследует систему кастомизации судна, механику эволюции оружия и мета-прогрессию через разблокировку новых деталей. На протяжении прохождения блогер оценивает разнообразие контента и глубину взаимодействия между различными компонентами корабля.","Блогер остался доволен игрой, назвав её качественным представителем жанра с увлекательным геймплеем и приятным визуальным исполнением. Несмотря на некоторые сложности с пониманием характеристик и ограниченность слотов в демоверсии, общее впечатление осталось положительным.","Разнообразие типов врагов; Приятная мета-прогрессия через разблокировку контента; Хорошая система эволюции оружия; Эффектные визуальные детали, такие как наклон корабля; Хорошее музыкальное сопровождение",Ограниченное количество слотов на корабле; Не всегда понятное влияние характеристик на оружие; Система редкости может мешать оптимальному подбору модулей; Высокая стоимость некоторых предметов в метапрогрессии; Механика щита кажется ограничивающей,,https://www.metacritic.com/game/cloudbreaker/,https://video.akamai.steamstatic.com/store_trailers/3620890/244856236/6124f3b47b4c34857c1365c299d1b8beaa40c5ae/1789480370/hls_264_master.m3u8?t=1789480915,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1144005-52.jpg,2026-09-16 13:06
code-velocity,Code Velocity,2026-09-16,,Action,STIM GAMES,STIM GAMES,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/code-velocity/,https://video.akamai.steamstatic.com/store_trailers/4240610/233901800/73aa38eed2227454b40f767135c756e3fdbfc375/1777439275/hls_264_master.m3u8?t=1777446688,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1200031-52.jpg,2026-09-16 10:28
cognite,Cognite,2026-09-15,,Action Adventure,Frosted Wings Studio,Frosted Wings Studio,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=FFJbQkgiV8Y,ElleixGaming,31078,17.5,en,Whisper,"Блогер комментирует матч в модификации Custom Zion Races для StarCraft II, представляя новые расы и их уникальные механики. Он выражает восторг от дизайна юнитов, системы строительства и визуальных эффектов, называя мод очень крутым и живым. Блогер подробно описывает особенности каждой из трех новых рас, сравнивая их с базовыми фракциями игры, и отмечает высокую динамику сражений.","Блогер в восторге от модификации Custom Zion Races, отмечая её как очень крутую и наполненную уникальными механиками. Ему особенно понравился дизайн юнитов, анимации развертывания и новые структуры, которые добавляют игре жизни. Несмотря на небольшие просадки кадров из-за технических ограничений своего ПК, он высоко оценил визуальную составляющую и сложность взаимодействия новых фракций.",уникальные и интересные новые расы; крутая механика строительства и развертывания юнитов; отличный дизайн юнитов; уникальные и полезные способности юнитов; высокая динамика и насыщенность геймплея,,,https://www.metacritic.com/game/cognite/,https://video.akamai.steamstatic.com/store_trailers/5147050/1443505231/a2726637154e02fd6ae68ad3b04cd5996f824517/1789379028/hls_264_master.m3u8?t=1789467227,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1276304-52.jpg,2026-09-16 11:11
console-kingdom,Console Kingdom,2026-09-16,,RPG,Piece Of Voxel,Gamesforfarm,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,среди роликов нет летсплеев,https://www.metacritic.com/game/console-kingdom/,https://video.akamai.steamstatic.com/store_trailers/4701030/598898652/01eaed6855b62f59d83b31e1b2eb49064ada8291/1780853756/hls_264_master.m3u8?t=1783006399,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1255063-52.jpg,2026-09-16 10:43
craftomation-101-programming-and-craft,Craftomation 101: Programming & Craft,2026-09-14,,Sandbox,Luden.io,Luden.io,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=Y7fjtrub8Ro,Secreto - Game Zone,3391,100.7,es,Whisper,"В данном ролике блогер знакомится с Craftomation 101: Programming & Craft — sandbox-симулятором автоматизации и программирования. Он последовательно осваивает базовые и продвинутые механики: от генерации ресурсов и создания базы до написания сложного кода с использованием циклов, условий, переменных и функций для управления роботами. Блогер демонстрирует процесс построения масштабных автоматизированных цепочек и отладки логики взаимодействия роботов с окружением.","Блогер высоко оценил игру как интересный образовательный проект, позволяющий динамично изучать основы программирования через автоматизацию. Несмотря на наличие багов, сложность настройки некоторых условий и медленный темп производства, общее впечатление осталось положительным благодаря глубине механик и удобным инструментам для работы с кодом.",Удобная система функций и переменных для экономии места в коде; удобная система копирования и редактирования кода; Наличие новых карт; Возможность копирования и повторного использования кода между роботами; Игра подходит для обучения детей основам программирования,проблемы с одновременным взаимодействием роботов в одной ячейке; Наличие багов в логике игры; Сложность настройки условий для предотвращения бесконечных циклов; сложность достижения целей из-за медленного темпа производства,,https://www.metacritic.com/game/craftomation-101-programming-and-craft/,https://video.akamai.steamstatic.com/store_trailers/1724140/360954679/f8a9598d082435af70860259d05458a43378200b/1788959440/hls_264_master.m3u8?t=1789048845,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-854654-52.jpg,2026-09-16 19:25
cube-boy,Cube Boy,2026-09-15,,Point-and-Click,Penguin Pyramid,Penguin Pyramid,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=W05R7G5IJWE,Indie Enjoyer,62,66.3,en,Whisper,"В ролике блогер проходит Cube Boy, исследуя дом и решая в нем различные головоломки. Автор описывает процесс взаимодействия с окружением, где ему приходится внимательно изучать детали и разбираться в специфических механиках игры.","Несмотря на сложности с управлением, медленное перемещение и некоторые технические огрехи, блогер остался доволен игрой, назвав её качественным и уютным пазл-приключением. Итоговое впечатление положительное: автор готов перепройти Cube Boy снова из-за её визуального стиля и баланса сложности.",приятная визуальная составляющая; приятное общее впечатление от игры; интересная физика движения персонажа; неплохая система подсказок; крутой визуальный эффект глаза,непонятные механики взаимодействия; неудобное и медленное перемещение между комнатами; мелкие ошибки в тексте и верстке; отвлекающий элемент в виде бегающего жука; сложность управления кубом,,https://www.metacritic.com/game/cube-boy/,https://video.akamai.steamstatic.com/store_trailers/4757970/602237465/baa5d8d3a3b3fb54e92e131a111a6d822a66a991/1784833008/hls_264_master.m3u8?t=1784834803,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1260086-52.jpg,2026-09-16 11:11
cursed-and-fading,Cursed and Fading,2026-09-14,,RPG,"RG GameDev, LLC","RG GameDev, LLC",PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/cursed-and-fading/,https://video.akamai.steamstatic.com/store_trailers/4662180/1582196858/03a9c9bfdcee78a4e29bfd7bce0882529f98ce95/1788380792/hls_264_master.m3u8?t=1788382194,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279635-52.jpg,2026-09-16 19:37
detstvo,DETSTVO,2026-09-15,,First-Person Adventure,VD Games,VD Games,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=eoMeJ9MEM2w,FuzzyPlus,2581,22.0,sk,Whisper,"Блогер анализирует новый контент в игре DETSTVO, включая сезонные задачи, новые карточки в SBC, эволюции и специальные акции. Он подробно разбирает характеристики новых игроков, их стоимость и эффективность различных Playstyle Plus, а также сравнивает разные версии одних и тех же футболистов.","Блогер доволен общим количеством контента и качеством некоторых новых карточек, особенно отметив бесплатную эволюцию. Однако он критикует высокую стоимость некоторых SBC и отсутствие ключевых характеристик у дорогих игроков.",хорошее сочетание характеристик и стилей игры у некоторых новых карт; качественный дизайн карточек в стиле FIFA 15; выгодная бесплатная эволюция; хорошее соотношение цены и характеристик у некоторых карт,недостаточно подходящие роли для некоторых карт; высокая цена за карту не оправдывает её характеристики; отсутствие важных характеристик или стилей игры; недостаточная физическая сила у некоторых игроков,,https://www.metacritic.com/game/detstvo/,https://video.akamai.steamstatic.com/store_trailers/5007280/1269327039/a3d7978c3a1436ecb78e224e344549af13115b4b/1786975832/hls_264_master.m3u8?t=1786976852,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1267098-52.jpg,2026-09-16 15:00
dr-dominoes,DR Dominoes,2026-09-15,,Strategy,Gammes,Gammes,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/dr-dominoes/,https://video.akamai.steamstatic.com/store_trailers/4404610/2115444070/e6080cf32f574925e53987b880d1acbb81fd0e23/1788313801/hls_264_master.m3u8?t=1788318408,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1275505-52.jpg,2026-09-15 13:00
daggermap,Daggermap,2026-09-15,,RPG,Apellus,Apellus,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/daggermap/,https://video.akamai.steamstatic.com/store_trailers/5071480/897423191/074d0ffd343acd9c1baeba3f5eb23037b3950675/1787170087/hls_264_master.m3u8?t=1787662933,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1275867-52.jpg,2026-09-16 14:00
davy-bones,Davy bones,2026-09-15,,Strategy,Yona games,Yona games,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=hR6H6BTS8v4,MontyCap,93,21.5,en,Whisper,"Блогер делится впечатлениями от игры Davy bones, отмечая наличие интересных механик, таких как парирование и система азартных игр. Он хвалит озвучку и визуальную составляющую, но также отмечает некоторые сложности в управлении и интерфейсе. В целом, автор игры производит на него положительное впечатление, хотя он и признает наличие пугающих моментов.","Игра Davy bones оставляет приятное впечатление благодаря качественной озвучке и интересным игровым механикам, таким как парирование и азартные игры. Несмотря на некоторые трудности с управлением и интерфейсом, а также наличие пугающих моментов, проект кажется любопытным и визуально приятным.",Качественная озвучка; Наличие механики парирования; Интересная механика азартных игр; Красивая карта; Приятная механика перезарядки,Непонятный интерфейс и отсутствие индикатора здоровья; Сложность навигации и управления; Пугающая атмосфера некоторых моментов,,https://www.metacritic.com/game/davy-bones/,https://video.akamai.steamstatic.com/store_trailers/4916660/196059459/cf1a94c1a6f2328ac266601d3743fe8554cbd409/1785353908/hls_264_master.m3u8?t=1787012306,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1272285-52.jpg,2026-09-16 15:00
decide-your-fate,Decide Your Fate,2026-09-16,,First-Person Adventure,Karagoz Studios,Karagoz Studios,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=ADMezeQlrz8,DangerouslyFunny,184295,34.9,en,Whisper,"В ролике блогер проходит игру Decide Your Fate, уделяя внимание развитию базы, стратегическому планированию и взаимодействию с соседями. Он подробно описывает свои действия по строительству защитных сооружений, управлению ресурсами и использованию различных катастроф для достижения целей.","Блогер получил удовольствие от процесса игры, особенно от возможности разрушать постройки противников и использовать торнадо, несмотря на некоторые замечания по поводу стоимости защиты и нехватки места на острове.","эффективность лучников в бою; Полезная механика маяка, которая удваивает добычу рыбы; Приятная возможность отправлять торнадо другим игрокам; Хорошая возможность для получения ресурсов при атаке; полезная синергия между зданиями","нехватка места на острове для строительства; Высокая стоимость строительства стен; Неочевидная или странная работа некоторых зданий, например, маяка; Рискованность использования башен магов из-за возможности получить собственные катастрофы; недостаточная эффективность защитных башен относительно их высокой стоимости",,https://www.metacritic.com/game/decide-your-fate/,https://video.akamai.steamstatic.com/store_trailers/4655810/2124335621/86ce123277c60622e8922d997fee2e5bfa85bb84/1779895389/hls_264_master.m3u8?t=1779895781,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1229696-52.jpg,2026-09-16 11:00
desktop-fidget-spinner,Desktop Fidget Spinner,2026-09-16,,Simulation,SALMON-RAT,SALMON-RAT,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/desktop-fidget-spinner/,https://video.akamai.steamstatic.com/store_trailers/5151030/558641503/18211fdc340e11f1bd7e64ced9d20dd6354edf35/1788415952/hls_264_master.m3u8?t=1788416396,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279774-52.jpg,2026-09-16 11:00
diablo-iv-age-of-hatred-collection,Diablo IV: Age of Hatred Collection,2026-09-15,M,Action RPG,Blizzard Entertainment,Blizzard Entertainment,Nintendo Switch 2,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=fXIq12Qj76A,PrimeForce ShockRare,12,67.7,en,Whisper,"Блогер начинает прохождение Diablo IV: Age of Hatred Collection, выбрав класс Sorcerer и сложность Expert. В данном ролике он проходит пролог, в ходе которого делится впечатлениями от системы идентификации магических предметов, механики регенерации здоровья и визуальной составляющей игры. Блогер отмечает, что игра визуально приятнее предыдущих частей, но не превосходит их по качеству.","Блогер оценивает Diablo IV как визуально привлекательную игру, однако отмечает ряд технических и геймплейных нюансов, таких как отсутствие регенерации здоровья и изменения в системе идентификации предметов, которые могут вызвать вопросы у поклонников классики.","Визуальное исполнение игры лучше, чем в предыдущих частях; Красивый внешний вид некоторых предметов",Отсутствие регенерации здоровья у персонажа; Неудобная система идентификации магических предметов по сравнению с Diablo I; Ограничение выбора сложности Expert сразу в начале игры,,https://www.metacritic.com/game/diablo-iv-age-of-hatred-collection/,https://cdn.jwplayer.com/players/nOfegqQD.html,,2026-09-16 13:06
diceroll,DiceRoll,2026-09-14,,Roguelike,MuDev,MuDev,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/diceroll/,https://video.akamai.steamstatic.com/store_trailers/5065700/216662425/eb948e3f74edd4eee427b796bf3f8ba1d6f1d1cb/1787839882/hls_264_master.m3u8?t=1787840416,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1272680-52.jpg,2026-09-16 19:25
dont-stop-cutting-the-trees,Don't Stop Cutting The Trees!,2026-09-14,,Strategy,Wovley Games,Wovley Games,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/dont-stop-cutting-the-trees/,https://video.akamai.steamstatic.com/store_trailers/5112800/321567858/6e94d3ef2b521501c8f09d57cae5ae152491ce89/1789406299/hls_264_master.m3u8?t=1789406568,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1277980-52.jpg,2026-09-16 19:37
dragon-hunter-rpg,Dragon Hunter RPG,2026-09-15,,Action RPG,koganin,kogaGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/dragon-hunter-rpg/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279241-52.jpg,2026-09-16 11:11
dream-draw-dungeons,Dream Draw Dungeons,2026-09-15,,Action RPG,Vegoya Studio,Vegoya Studio,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/dream-draw-dungeons/,https://video.akamai.steamstatic.com/store_trailers/5067750/701669840/bf7cc1127fe83acfd18b38e4fcc3b4e8681e5e2b/1786231369/hls_264_master.m3u8?t=1786820129,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1271463-52.jpg,2026-09-16 14:00
drift-invaders,Drift Invaders,2026-09-14,,Arcade Racing,Zesty Dev,Zesty Dev,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/drift-invaders/,https://video.akamai.steamstatic.com/store_trailers/4825160/1664589916/ee64da117744edf9bc9bcd45ab4fbea1d7f6f2c0/1782307194/hls_264_master.m3u8?t=1787335134,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1274149-52.jpg,2026-09-16 19:25
driving-test-simulator,Driving Test Simulator,2026-09-16,,Vehicle Sim,aitchGames,aitchGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/driving-test-simulator/,https://video.akamai.steamstatic.com/store_trailers/4034490/1510172472/934b9c659ff1449b57c2b4c44ddc3740847e7d78/1786770599/hls_264_master.m3u8?t=1788338042,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1206093-52.jpg,2026-09-16 10:28
dungeons-and-death,Dungeons & Death,2026-09-14,,Action RPG,RatSlayerGames,RatSlayerGames,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/dungeons-and-death/,https://video.akamai.steamstatic.com/store_trailers/5085640/1720353435/079e55f0ae07ce8a7f72f91afec17a7bb3b12ef1/1789402489/hls_264_master.m3u8?t=1789403387,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1273202-52.jpg,2026-09-16 19:10
duo-quest,Duo Quest,2026-09-16,,Turn-Based Strategy,1+1 Studios,Rising Tide,PC,,0,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=jA9S_PZ86h0,CaRtOoNz,149573,84.1,en,Whisper,"В данном ролике блогер вместе с другом проходит Duo Quest, исследуя уникальную систему карточного боя и кооперативные механики. Автор активно обсуждает тактику использования способностей, систему прокачки и взаимодействие персонажей в ходе совместного приключения.","Блогер остался под впечатлением от игры, оценив её как качественный и увлекательный кооперативный проект с крутым геймплеем. Несмотря на периодическое недовольство высокой сложностью и стоимостью ресурсов, автор планирует вернуться к игре после её релиза.",Уникальная механика боя с разделением на режимы; Интересная механика вопросов как части игрового процесса; Удобная и интересная система комбинации карт; Общая крутость и качество игры; Возможность синергии между разными классами персонажей,Высокая сложность и быстрое уменьшение здоровья; Неочевидная или слабая механика некоторых способностей; Неоправданная стоимость получения предметов; Сложность некоторых сражений; Неожиданное или странное поведение некоторых механик,,https://www.metacritic.com/game/duo-quest/,https://video.akamai.steamstatic.com/store_trailers/3572800/1299074130/929af600f93c1ada4c065d8a772c5f34ba0e1b09/1776438396/hls_264_master.m3u8?t=1776438649,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1102234-52.jpg,2026-09-16 10:28
emberdeep,EMBERDEEP,2026-09-15,,RPG,Meridian Studios,Meridian Studios,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,uIJyrZGFc9Y: мало речи блогера (0 символов в минуту),https://www.metacritic.com/game/emberdeep/,https://video.akamai.steamstatic.com/store_trailers/5177390/1479377471/f504c04a2f8eff718c01ff80295c188530042517/1787705510/hls_264_master.m3u8?t=1788421388,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1280859-52.jpg,2026-09-16 15:00
embrace-the-potato,Embrace The Potato,2026-09-14,,Simulation,AFK Gaming,AFK Gaming,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/embrace-the-potato/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1278190-52.jpg,2026-09-16 19:37
emo-lisa,Emo Lisa,2026-09-14,,Edutainment,Playshare Ventures S.R.L.,Playshare Ventures S.R.L.,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/emo-lisa/,https://video.akamai.steamstatic.com/store_trailers/5166770/899412430/095b31e0147dd97fa48093e24ecce32fd594e34b/1788097107/hls_264_master.m3u8?t=1788546841,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1281430-52.jpg,2026-09-16 19:37
endless-roadtrip,Endless Roadtrip,2026-09-14,,Vehicle Sim,Halfsnow,Halfsnow,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/endless-roadtrip/,https://video.akamai.steamstatic.com/store_trailers/5119900/594668713/f47e81adc9de62bc996396669d5bec272d221fd7/1787845402/hls_264_master.m3u8?t=1788191202,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279446-52.jpg,2026-09-16 19:10
escape-house-of-bonds,Escape! House of Bonds,2026-09-14,,Point-and-Click,UNYAUNYA GAMES,UNYAUNYA GAMES,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/escape-house-of-bonds/,https://video.akamai.steamstatic.com/store_trailers/4719560/1802183344/f886a94a697758c025d5cd4083e65ca42b7c85a0/1787830881/hls_264_master.m3u8?t=1788190381,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1279207-52.jpg,2026-09-16 19:37
f-this-job,F*** This Job,2026-09-14,,FPS,Raffine Studio,ARTFX - GAME,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/f-this-job/,,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1280867-52.jpg,2026-09-16 19:37
fallen-tear-the-ascension,Fallen Tear: The Ascension,2026-09-16,,Metroidvania,Winter Crew Studios,CMD Studios,PC,,1,,0,,,,,,,,,,готов,https://www.youtube.com/watch?v=woLhpjR_SFo,MythyMoo,18655,19.1,en,Whisper,"Блогер крайне положительно оценивает Fallen Tear: The Ascension, называя игру визуально потрясающей и приятной в управлении. Ему нравится сочетание линейного прогресса с возможностью заниматься охотой и выполнением контрактов. Автор отмечает плавность анимаций, качественный звук и интересные механики взаимодействия с окружением и персонажами.","Блогер в восторге от Fallen Tear: The Ascension, особенно выделяя визуальное исполнение и отзывчивость управления. Игра оставляет очень приятное впечатление благодаря сочетанию классических механик metroidvania с дополнительными системами контрактов и охоты.",Красивый и качественный визуальный стиль; Плавное и приятное управление; Качественная анимация персонажей; Отличная музыка; Удобные и интересные механики взаимодействия,Недостаточное количество здоровья при использовании определенных способностей,,https://www.metacritic.com/game/fallen-tear-the-ascension/,https://cdn.jwplayer.com/players/OmnB2q6E.html,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-785149-52.jpg,2026-09-16 11:00
false-normality,False Normality,2026-09-15,,First-Person Adventure,Kaan Bartu Bozkurt,Kaan Bartu Bozkurt,PC,,0,,0,,,,,,,,,,не найден,,,,,,,,,,,поиск не дал подходящих роликов,https://www.metacritic.com/game/false-normality/,https://video.akamai.steamstatic.com/store_trailers/4925070/1635058714/d22afce8777641685f160ddb265eb06ce038b47c/1783195408/hls_264_master.m3u8?t=1783684650,https://www.metacritic.com/a/img/catalog/provider/6/12/6-1-1257227-52.jpg,2026-09-16 11:11
